timestamp,SBN,CN,x,y,z,T
2017-02-10-15-06-21,14,14,78784,4294953800,23748,46019
2017-02-10-15-06-21,14,15,85061,4294965484,19430,46003
2017-02-10-15-06-21,14,16,79645,4294949652,20270,46037
2017-02-10-15-06-21,15,01,82462,4294961110,18329,46022
2017-02-10-15-06-21,15,02,96202,4294965772,18325,46078
2017-02-10-15-06-21,15,03,89988,4294947158,17018,46089
2017-02-10-15-06-21,15,04,91219,4294947231,24145,46007
2017-02-10-15-06-21,15,05,81840,3713,25777,46115
2017-02-10-15-06-21,15,06,87418,2402,18902,46058
2017-02-10-15-06-21,15,07,65764,4294944751,18226,46105
2017-02-10-15-06-21,15,08,75483,5364,19904,46093
2017-02-10-15-06-21,15,09,88718,11782,19003,46104
2017-02-10-15-06-21,15,10,87884,4294951058,26063,45935
2017-02-10-15-06-21,15,11,100274,5692,13975,46048
2017-02-10-15-06-21,15,12,78947,4294949473,22701,46077
2017-02-10-15-06-21,15,13,67795,4294954867,16241,46065
2017-02-10-15-06-21,15,14,85518,4294956199,20527,46095
2017-02-10-15-06-21,15,15,64290,4294957275,23844,46069
2017-02-10-15-06-21,15,16,69866,4294954519,17853,46037
2017-02-10-15-12-47,01,01,50294,4294962784,4953,46046
2017-02-10-15-12-47,01,02,72295,9522,12746,46064
2017-02-10-15-12-47,01,03,45405,4294958455,19504,46047
2017-02-10-15-12-47,01,04,66959,4470,10965,46037
2017-02-10-15-12-47,01,05,45917,4294966433,10637,46024
2017-02-10-15-12-47,01,06,57175,4294966698,14686,46001
2017-02-10-15-12-47,01,07,64220,4294957184,17908,46068
2017-02-10-15-12-47,01,08,54973,4294955934,16233,46051
2017-02-10-15-12-47,01,09,45095,3239,11352,46120
2017-02-10-15-12-47,01,10,52320,4294954465,12317,46080
2017-02-10-15-12-47,01,11,55608,4294966814,11450,46068
2017-02-10-15-12-47,01,12,51487,4294964515,15542,46084
2017-02-10-15-12-47,01,13,49507,4294951617,14172,46015
2017-02-10-15-12-47,01,14,43098,4294940005,20310,46060
2017-02-10-15-12-47,01,15,41434,15189,7396,46046
2017-02-10-15-12-47,01,16,44119,4294957649,17306,46060
2017-02-10-15-12-47,02,01,60660,4294962020,17836,46063
2017-02-10-15-12-47,02,02,55647,4294960862,11268,46117
2017-02-10-15-12-47,02,03,47296,4294959944,13544,46024
2017-02-10-15-12-47,02,04,78062,6675,14471,46012
2017-02-10-15-12-47,02,05,51707,14391,20776,45995
2017-02-10-15-12-47,02,06,71807,31549,2491,45992
2017-02-10-15-12-47,02,07,57729,4294962773,16139,46099
2017-02-10-15-12-47,02,08,46338,4294962263,20254,46054
2017-02-10-15-12-47,02,09,51409,2816,9612,46038
2017-02-10-15-12-47,02,10,68322,4294959197,19424,46042
2017-02-10-15-12-47,02,11,43817,4294961206,1545,46069
2017-02-10-15-12-47,02,12,71448,4294962587,14523,46008
2017-02-10-15-12-47,02,13,55240,4294965864,14316,46096
2017-02-10-15-12-47,02,14,46542,4294956227,18372,46044
2017-02-10-15-12-47,02,15,40921,4294964235,14782,46059
2017-02-10-15-12-47,02,16,45962,6022,6639,46107
2017-02-10-15-12-47,03,01,52680,4294952893,19886,46067
2017-02-10-15-12-47,03,02,72070,4294963341,13026,46043
2017-02-10-15-12-47,03,03,65657,489,16923,46100
2017-02-10-15-12-47,03,04,60558,4294966898,8982,46063
2017-02-10-15-12-47,03,05,71035,4294966008,24519,45976
2017-02-10-15-12-47,03,06,62386,4294963304,9983,46054
2017-02-10-15-12-47,03,07,73635,4294953454,18703,46056
2017-02-10-15-12-47,03,08,79412,4294952967,18891,46067
2017-02-10-15-12-47,03,09,63375,4294958408,15937,46080
2017-02-10-15-12-47,03,10,73618,4294951318,15228,46092
2017-02-10-15-12-47,03,11,54862,2430,16984,46137
2017-02-10-15-12-47,03,12,62050,19260,11274,46106
2017-02-10-15-12-47,03,13,57070,4294945612,15046,46060
2017-02-10-15-12-47,03,14,57193,4294954667,20801,46072
2017-02-10-15-12-47,03,15,48984,651,12369,46027
2017-02-10-15-12-47,03,16,58442,4294955404,11285,46075
2017-02-10-15-12-47,04,01,65976,5916,19100,46110
2017-02-10-15-12-47,04,02,54356,4467,10591,46093
2017-02-10-15-12-47,04,03,66325,15429,6579,46085
2017-02-10-15-12-47,04,04,60629,1356,20126,46020
2017-02-10-15-12-47,04,05,54162,8894,4656,45985
2017-02-10-15-12-47,04,06,65815,4294966327,24601,46132
2017-02-10-15-12-47,04,07,63505,4294949147,26767,46166
2017-02-10-15-12-47,04,08,73447,4294950435,20302,46052
2017-02-10-15-12-47,04,09,62642,4294966495,13003,46045
2017-02-10-15-12-47,04,10,54264,4294966807,16914,46149
2017-02-10-15-12-47,04,11,68777,4966,11417,46071
2017-02-10-15-12-47,04,12,52089,4294946864,15186,46107
2017-02-10-15-12-47,04,13,59705,6843,17031,46140
2017-02-10-15-12-47,04,14,73733,117,16994,46021
2017-02-10-15-12-47,04,15,55040,4294957911,14392,45974
2017-02-10-15-12-47,04,16,66903,4294957250,10140,46000
2017-02-10-15-12-47,05,01,55130,4294953723,11299,46041
2017-02-10-15-12-47,05,02,69179,10751,12236,46061
2017-02-10-15-12-47,05,03,67550,1439,11153,46055
2017-02-10-15-12-47,05,04,73533,4294943054,28629,46036
2017-02-10-15-12-47,05,05,66563,4866,7011,46056
2017-02-10-15-12-47,05,06,64547,4294958919,14520,46074
2017-02-10-15-12-47,05,07,61365,4294947436,20052,46048
2017-02-10-15-12-47,05,08,51322,3356,12976,46058
2017-02-10-15-12-47,05,09,73024,1476,20126,46068
2017-02-10-15-12-47,05,10,56152,4294965489,14844,45122
2017-02-10-15-12-47,05,11,66399,4294947641,20351,46061
2017-02-10-15-12-47,05,12,66893,4294953881,14633,46027
2017-02-10-15-12-47,05,13,31155,3263,11521,46045
2017-02-10-15-12-47,05,14,57976,4294957424,13544,46061
2017-02-10-15-12-47,05,15,48252,4294946982,15423,46028
2017-02-10-15-12-47,05,16,41752,4294966270,18622,46098
2017-02-10-15-12-47,06,01,70744,5655,13986,46149
2017-02-10-15-12-47,06,02,71873,4294961328,19158,46078
2017-02-10-15-12-47,06,03,68336,4294956038,21167,46010
2017-02-10-15-12-47,06,04,64467,4294956893,21236,46102
2017-02-10-15-12-47,06,05,63926,4294958616,18413,46030
2017-02-10-15-12-47,06,06,57604,18990,12436,46047
2017-02-10-15-12-47,06,07,66592,4294965658,17701,46074
2017-02-10-15-12-47,06,08,51456,4294963343,14258,46051
2017-02-10-15-12-47,06,09,69437,6634,13452,45836
2017-02-10-15-12-47,06,10,76365,13564,7924,46046
2017-02-10-15-12-47,06,11,59166,4294940242,14332,45996
2017-02-10-15-12-47,06,12,65250,4294960712,17708,46107
2017-02-10-15-12-47,06,13,64557,4294954296,22318,46032
2017-02-10-15-12-47,06,14,74498,4294949371,6475,46040
2017-02-10-15-12-47,06,15,46583,4294960982,19484,46076
2017-02-10-15-12-47,06,16,65507,4294940176,14450,46105
2017-02-10-15-12-47,07,01,76377,4294948593,18201,46131
2017-02-10-15-12-47,07,02,77830,4294944498,22374,46070
2017-02-10-15-12-47,07,03,59985,4294963230,25950,46137
2017-02-10-15-12-47,07,04,72724,4294961361,16738,45996
2017-02-10-15-12-47,07,05,60797,4294963501,21680,46065
2017-02-10-15-12-47,07,06,79666,2066,12738,46077
2017-02-10-15-12-47,07,07,65948,3599,18368,46023
2017-02-10-15-12-47,07,08,80803,794,14740,46045
2017-02-10-15-12-47,07,09,84262,2910,9117,46009
2017-02-10-15-12-47,07,10,82188,3702,17463,46003
2017-02-10-15-12-47,07,11,67866,4294964180,16491,46080
2017-02-10-15-12-47,07,12,81191,4294957565,15950,46027
2017-02-10-15-12-47,07,13,62985,4294962888,14995,46019
2017-02-10-15-12-47,07,14,72606,4294940178,27609,46086
2017-02-10-15-12-47,07,15,75167,4294958017,17156,46035
2017-02-10-15-12-47,07,16,51351,4294955152,13632,46077
2017-02-10-15-12-47,08,01,76795,8982,7612,46041
2017-02-10-15-12-47,08,02,73057,4294964667,19384,46080
2017-02-10-15-12-47,08,03,77560,4294961867,22015,46098
2017-02-10-15-12-47,08,04,87586,4294965931,15148,46021
2017-02-10-15-12-47,08,05,75258,4294957994,23062,46037
2017-02-10-15-12-47,08,06,87915,6311,18573,46026
2017-02-10-15-12-47,08,07,95498,4294963920,19757,46014
2017-02-10-15-12-47,08,08,75989,2611,19389,46108
2017-02-10-15-12-47,08,09,75264,4294964678,15900,46013
2017-02-10-15-12-47,08,10,76070,4294959730,14942,45974
2017-02-10-15-12-47,08,11,69689,4294966649,16738,46075
2017-02-10-15-12-47,08,12,79922,4294949200,14941,46046
2017-02-10-15-12-47,08,13,78200,4294941947,17156,46045
2017-02-10-15-12-47,08,14,71395,4294961352,13758,46083
2017-02-10-15-12-47,08,15,82201,4294937037,21275,46072
2017-02-10-15-12-47,08,16,53032,6153,22882,46079
2017-02-10-15-12-47,09,01,80576,4294939068,21255,46101
2017-02-10-15-12-47,09,02,68645,4294966420,12693,46057
2017-02-10-15-12-47,09,03,68868,4294961801,20490,46077
2017-02-10-15-12-47,09,04,64798,4294953995,14803,46024
2017-02-10-15-12-47,09,05,52668,432,20285,46029
2017-02-10-15-12-47,09,06,60078,4294959723,19927,46085
2017-02-10-15-12-47,09,07,77516,4294951640,19776,46004
2017-02-10-15-12-47,09,08,69197,4860,21536,46116
2017-02-10-15-12-47,09,09,73971,14385,15988,46149
2017-02-10-15-12-47,09,10,64222,7930,22859,46037
2017-02-10-15-12-47,09,11,71365,4294963957,10770,46091
2017-02-10-15-12-47,09,12,83010,917,15132,46088
2017-02-10-15-12-47,09,13,74099,4294948719,19866,46012
2017-02-10-15-12-47,09,14,62950,4294949079,11083,46071
2017-02-10-15-12-47,09,15,71932,4294938204,19918,46042
2017-02-10-15-12-47,09,16,64294,4294952073,14960,46018
2017-02-10-15-12-47,10,01,80685,3399,14451,46052
2017-02-10-15-12-47,10,02,85481,4294962851,21562,45982
2017-02-10-15-12-47,10,03,66796,990,26214,45736
2017-02-10-15-12-47,10,04,71558,4294960235,22374,46043
2017-02-10-15-12-47,10,05,84831,4294963030,28539,46063
2017-02-10-15-12-47,10,06,73322,4294944072,23234,46074
2017-02-10-15-12-47,10,07,65678,4294966888,17124,46037
2017-02-10-15-12-47,10,08,80845,4294963001,18791,46040
2017-02-10-15-12-47,10,09,80319,7685,11997,46089
2017-02-10-15-12-47,10,10,88787,4294961262,21357,46078
2017-02-10-15-12-47,10,11,71273,4294944972,20498,46038
2017-02-10-15-12-47,10,12,72587,6881,13226,46009
2017-02-10-15-12-47,10,13,84228,4294956282,31605,46019
2017-02-10-15-12-47,10,14,53817,4294951096,21694,46143
2017-02-10-15-12-47,10,15,63045,6818,16783,46066
2017-02-10-15-12-47,10,16,69434,4294961648,24265,46071
2017-02-10-15-12-47,11,01,80407,4294958171,23276,46011
2017-02-10-15-12-47,11,02,87187,4294948292,20300,46108
2017-02-10-15-12-47,11,03,74851,4294960737,14339,46078
2017-02-10-15-12-47,11,04,93078,9810,20285,45992
2017-02-10-15-12-47,11,05,77638,4294959352,27665,46042
2017-02-10-15-12-47,11,06,72460,4294966956,6881,46035
2017-02-10-15-12-47,11,07,65844,4294962946,26689,46079
2017-02-10-15-12-47,11,08,93349,4294965514,20902,46110
2017-02-10-15-12-47,11,09,88110,4294964909,28920,46046
2017-02-10-15-12-47,11,10,86610,4294959779,12627,46049
2017-02-10-15-12-47,11,11,61602,3067,19400,46048
2017-02-10-15-12-47,11,12,81403,4294963066,16836,46031
2017-02-10-15-12-47,11,13,92207,4294953897,24103,45993
2017-02-10-15-12-47,11,14,103262,10380,12636,46093
2017-02-10-15-12-47,11,15,82507,4294942874,21429,46106
2017-02-10-15-12-47,11,16,85552,4294953961,13360,46082
2017-02-10-15-12-47,12,01,89891,4294965414,18627,46076
2017-02-10-15-12-47,12,02,96503,4294949376,18447,46076
2017-02-10-15-12-47,12,03,109994,4294952027,23109,46096
2017-02-10-15-12-47,12,04,88707,4294965884,21992,46028
2017-02-10-15-12-47,12,05,75471,4294940607,23564,46118
2017-02-10-15-12-47,12,06,81393,4294957570,16728,46094
2017-02-10-15-12-47,12,07,91136,3452,19170,46068
2017-02-10-15-12-47,12,08,90125,4294964505,15887,46088
2017-02-10-15-12-47,12,09,95033,4294959624,20659,46065
2017-02-10-15-12-47,12,10,81886,4294959363,18131,46029
2017-02-10-15-12-47,12,11,86980,4294959449,20718,46060
2017-02-10-15-12-47,12,12,77291,4294952057,17585,46074
2017-02-10-15-12-47,12,13,83974,4294962820,20664,46035
2017-02-10-15-12-47,12,14,86715,4294962082,14264,46044
2017-02-10-15-12-47,12,15,58564,4294963104,15932,46014
2017-02-10-15-12-47,12,16,64662,4294956611,22724,46050
2017-02-10-15-12-47,13,01,93802,2651,16076,46045
2017-02-10-15-12-47,13,02,75916,4294966286,18071,46116
2017-02-10-15-12-47,13,03,73254,5990,21579,45992
2017-02-10-15-12-47,13,04,83580,4294960218,22929,45990
2017-02-10-15-12-47,13,05,73172,4294951158,15841,46082
2017-02-10-15-12-47,13,06,96443,3205,12693,46063
2017-02-10-15-12-47,13,07,85812,4294961536,22204,46066
2017-02-10-15-12-47,13,08,72469,4294966456,25046,46092
2017-02-10-15-12-47,13,09,70641,4294956020,15535,46026
2017-02-10-15-12-47,13,10,83251,4294965374,20677,46005
2017-02-10-15-12-47,13,11,92600,4294959447,23635,46005
2017-02-10-15-12-47,13,12,85105,3415,12958,46067
2017-02-10-15-12-47,13,13,71565,4294945239,17481,46004
2017-02-10-15-12-47,13,14,79831,4294951261,23934,46042
2017-02-10-15-12-47,13,15,64594,4294951641,18756,46069
2017-02-10-15-12-47,13,16,82991,4294941675,24869,46035
2017-02-10-15-12-47,14,01,81535,2526,22650,46060
2017-02-10-15-12-47,14,02,64262,4294958803,18216,46058
2017-02-10-15-12-47,14,03,92952,4294962536,25208,46040
2017-02-10-15-12-47,14,04,86037,1954,18170,46028
2017-02-10-15-12-47,14,05,72619,2499,23818,46065
2017-02-10-15-12-47,14,06,101109,15864,10766,46094
2017-02-10-15-12-47,14,07,93010,11200,17075,46027
2017-02-10-15-12-47,14,08,85154,4294963049,26846,46112
2017-02-10-15-12-47,14,09,78239,5659,23639,46059
2017-02-10-15-12-47,14,10,96652,11920,22088,46026
2017-02-10-15-12-47,14,11,98869,4294957906,26590,46023
2017-02-10-15-12-47,14,12,82768,4294964898,19900,46017
2017-02-10-15-12-47,14,13,73068,4294954355,19612,46019
2017-02-10-15-12-47,14,14,78773,4294953572,23923,46016
2017-02-10-15-12-47,14,15,85377,4294965636,19579,46009
2017-02-10-15-12-47,14,16,79740,4294949362,20325,46039
2017-02-10-15-12-47,15,01,82630,4294961293,18468,46024
2017-02-10-15-12-47,15,02,96248,4294966041,18404,46079
2017-02-10-15-12-47,15,03,89933,4294946987,16856,46094
2017-02-10-15-12-47,15,04,91227,4294947130,24254,46005
2017-02-10-15-12-47,15,05,81357,3810,25844,46111
2017-02-10-15-12-47,15,06,87577,1918,18931,46063
2017-02-10-15-12-47,15,07,65986,4294944765,18135,46104
2017-02-10-15-12-47,15,08,75227,5323,19876,46099
2017-02-10-15-12-47,15,09,89076,11685,18985,46108
2017-02-10-15-12-47,15,10,87817,4294951214,26078,45938
2017-02-10-15-12-47,15,11,100167,5993,13974,46048
2017-02-10-15-12-47,15,12,78554,4294949165,22692,46080
2017-02-10-15-12-47,15,13,68163,4294954886,16352,46065
2017-02-10-15-12-47,15,14,85470,4294956185,20474,46097
2017-02-10-15-12-47,15,15,64487,4294956862,23861,46071
2017-02-10-15-12-47,15,16,69809,4294954709,17799,46034
2017-02-10-15-19-13,01,01,50280,4294963004,4482,46046
2017-02-10-15-19-13,01,02,72679,9259,12853,46067
2017-02-10-15-19-13,01,03,45503,4294958387,19568,46040
2017-02-10-15-19-13,01,04,67006,4206,10928,46037
2017-02-10-15-19-13,01,05,45980,4294966517,10721,46025
2017-02-10-15-19-13,01,06,56899,4294966378,14598,45999
2017-02-10-15-19-13,01,07,64028,4294957020,17866,46064
2017-02-10-15-19-13,01,08,55019,4294956139,16267,46052
2017-02-10-15-19-13,01,09,45111,3138,11426,46118
2017-02-10-15-19-13,01,10,52165,4294954480,12477,46081
2017-02-10-15-19-13,01,11,55843,4294966670,11244,46069
2017-02-10-15-19-13,01,12,51213,4294964754,15272,46084
2017-02-10-15-19-13,01,13,49533,4294951838,14292,46014
2017-02-10-15-19-13,01,14,42857,4294940029,20204,46060
2017-02-10-15-19-13,01,15,41765,15530,7206,46046
2017-02-10-15-19-13,01,16,44441,4294957782,17131,46069
2017-02-10-15-19-13,02,01,60691,4294962128,17907,46066
2017-02-10-15-19-13,02,02,55772,4294961101,11047,46116
2017-02-10-15-19-13,02,03,47161,4294959701,13720,46026
2017-02-10-15-19-13,02,04,78322,6600,14727,46010
2017-02-10-15-19-13,02,05,51390,14653,20641,46000
2017-02-10-15-19-13,02,06,71684,31298,2799,45998
2017-02-10-15-19-13,02,07,58155,4294962444,16280,46099
2017-02-10-15-19-13,02,08,46491,4294962085,20179,46054
2017-02-10-15-19-13,02,09,51438,2732,9630,46033
2017-02-10-15-19-13,02,10,68216,4294959476,19611,46043
2017-02-10-15-19-13,02,11,43637,4294961433,1290,46068
2017-02-10-15-19-13,02,12,71505,4294962517,14262,46004
2017-02-10-15-19-13,02,13,55096,4294965915,14502,46094
2017-02-10-15-19-13,02,14,46591,4294956264,18555,46046
2017-02-10-15-19-13,02,15,40865,4294964615,14445,46056
2017-02-10-15-19-13,02,16,46037,6116,6559,46106
2017-02-10-15-19-13,03,01,52989,4294952726,19840,46071
2017-02-10-15-19-13,03,02,72076,4294963268,13141,46047
2017-02-10-15-19-13,03,03,65828,724,16890,46097
2017-02-10-15-19-13,03,04,60601,4294966842,9317,46063
2017-02-10-15-19-13,03,05,71281,4294966069,24806,45973
2017-02-10-15-19-13,03,06,62094,4294963465,9698,46045
2017-02-10-15-19-13,03,07,73714,4294953474,18749,46055
2017-02-10-15-19-13,03,08,79462,4294953082,18699,46069
2017-02-10-15-19-13,03,09,63167,4294958569,15797,46076
2017-02-10-15-19-13,03,10,73258,4294951519,15444,46091
2017-02-10-15-19-13,03,11,54669,2531,17055,46137
2017-02-10-15-19-13,03,12,61991,19177,11127,46107
2017-02-10-15-19-13,03,13,56995,4294945893,14764,46059
2017-02-10-15-19-13,03,14,57165,4294954601,20610,46071
2017-02-10-15-19-13,03,15,49062,643,12172,46031
2017-02-10-15-19-13,03,16,58193,4294955367,11202,46075
2017-02-10-15-19-13,04,01,65892,6018,18990,46113
2017-02-10-15-19-13,04,02,54263,4647,10437,46097
2017-02-10-15-19-13,04,03,66222,15459,6554,46086
2017-02-10-15-19-13,04,04,60909,1359,20541,46019
2017-02-10-15-19-13,04,05,54353,9238,4561,45986
2017-02-10-15-19-13,04,06,65437,4294966113,24801,46136
2017-02-10-15-19-13,04,07,63708,4294949421,26602,46165
2017-02-10-15-19-13,04,08,73142,4294950477,20053,46056
2017-02-10-15-19-13,04,09,62507,4294966466,13391,46043
2017-02-10-15-19-13,04,10,54293,4294966617,16679,46150
2017-02-10-15-19-13,04,11,68894,5004,11411,46066
2017-02-10-15-19-13,04,12,52009,4294946778,14922,46106
2017-02-10-15-19-13,04,13,60044,7105,16773,46135
2017-02-10-15-19-13,04,14,74072,289,17130,46019
2017-02-10-15-19-13,04,15,55123,4294958041,14273,45972
2017-02-10-15-19-13,04,16,67142,4294957107,10532,45999
2017-02-10-15-19-13,05,01,55072,4294953657,11441,46040
2017-02-10-15-19-13,05,02,69039,10701,12474,46064
2017-02-10-15-19-13,05,03,67493,1317,11025,46054
2017-02-10-15-19-13,05,04,73518,4294942953,28651,46039
2017-02-10-15-19-13,05,05,66428,4902,7117,46056
2017-02-10-15-19-13,05,06,64608,4294958908,14326,46071
2017-02-10-15-19-13,05,07,61429,4294947589,19803,46050
2017-02-10-15-19-13,05,08,51370,3466,12754,46060
2017-02-10-15-19-13,05,09,72944,1395,20201,46060
2017-02-10-15-19-13,05,10,55766,4294965307,15040,45129
2017-02-10-15-19-13,05,11,66427,4294947628,20363,46058
2017-02-10-15-19-13,05,12,66960,4294954227,14918,46024
2017-02-10-15-19-13,05,13,31224,3135,11787,46044
2017-02-10-15-19-13,05,14,58253,4294957575,13601,46062
2017-02-10-15-19-13,05,15,48335,4294946847,15683,46032
2017-02-10-15-19-13,05,16,42012,4294966079,18658,46104
2017-02-10-15-19-13,06,01,70550,5725,14121,46135
2017-02-10-15-19-13,06,02,71723,4294961252,18969,46074
2017-02-10-15-19-13,06,03,68476,4294956284,21054,46006
2017-02-10-15-19-13,06,04,64608,4294956710,20981,46100
2017-02-10-15-19-13,06,05,64317,4294958961,18463,46032
2017-02-10-15-19-13,06,06,57519,18954,12267,46046
2017-02-10-15-19-13,06,07,66526,4294966055,17568,46075
2017-02-10-15-19-13,06,08,51403,4294963427,14107,46049
2017-02-10-15-19-13,06,09,69401,6773,13759,45840
2017-02-10-15-19-13,06,10,76555,13371,7789,46047
2017-02-10-15-19-13,06,11,59279,4294939975,14318,45992
2017-02-10-15-19-13,06,12,65434,4294960659,17765,46099
2017-02-10-15-19-13,06,13,64651,4294954168,22245,46032
2017-02-10-15-19-13,06,14,74668,4294949012,6646,46043
2017-02-10-15-19-13,06,15,46275,4294960889,19365,46070
2017-02-10-15-19-13,06,16,65807,4294940095,14417,46101
2017-02-10-15-19-13,07,01,76245,4294948829,18518,46134
2017-02-10-15-19-13,07,02,77802,4294944413,22474,46066
2017-02-10-15-19-13,07,03,59861,4294963108,25923,46139
2017-02-10-15-19-13,07,04,72928,4294961467,16678,45993
2017-02-10-15-19-13,07,05,60680,4294963660,21716,46061
2017-02-10-15-19-13,07,06,79727,2148,12561,46083
2017-02-10-15-19-13,07,07,65812,3447,18518,46022
2017-02-10-15-19-13,07,08,80898,1028,15116,46047
2017-02-10-15-19-13,07,09,84915,2750,9207,46012
2017-02-10-15-19-13,07,10,81704,4113,17143,46009
2017-02-10-15-19-13,07,11,68155,4294964362,16259,46080
2017-02-10-15-19-13,07,12,81288,4294957954,15764,46028
2017-02-10-15-19-13,07,13,62800,4294962774,14934,46018
2017-02-10-15-19-13,07,14,72463,4294940303,27735,46087
2017-02-10-15-19-13,07,15,75414,4294957845,17247,46039
2017-02-10-15-19-13,07,16,51538,4294955016,13532,46075
2017-02-10-15-19-13,08,01,76797,9174,7645,46044
2017-02-10-15-19-13,08,02,73133,4294964603,19363,46083
2017-02-10-15-19-13,08,03,77822,4294961906,21961,46095
2017-02-10-15-19-13,08,04,87789,4294966053,15224,46019
2017-02-10-15-19-13,08,05,75258,4294958019,22971,46038
2017-02-10-15-19-13,08,06,88025,6420,18476,46022
2017-02-10-15-19-13,08,07,95233,4294964203,19884,46012
2017-02-10-15-19-13,08,08,75770,2863,19453,46108
2017-02-10-15-19-13,08,09,75249,4294964436,16181,46008
2017-02-10-15-19-13,08,10,76155,4294959903,14832,45978
2017-02-10-15-19-13,08,11,69627,4294966552,17278,46073
2017-02-10-15-19-13,08,12,80310,4294949072,15058,46046
2017-02-10-15-19-13,08,13,78000,4294942030,17078,46043
2017-02-10-15-19-13,08,14,71165,4294961035,13969,46081
2017-02-10-15-19-13,08,15,82222,4294936693,21207,46070
2017-02-10-15-19-13,08,16,53176,5977,23076,46082
2017-02-10-15-19-13,09,01,80567,4294939064,20945,46100
2017-02-10-15-19-13,09,02,68932,4294966034,12501,46063
2017-02-10-15-19-13,09,03,69128,4294961777,20321,46070
2017-02-10-15-19-13,09,04,64563,4294954121,14849,46028
2017-02-10-15-19-13,09,05,52739,458,20148,46027
2017-02-10-15-19-13,09,06,60298,4294959655,20166,46088
2017-02-10-15-19-13,09,07,77671,4294951699,19813,46003
2017-02-10-15-19-13,09,08,69559,4757,21801,46116
2017-02-10-15-19-13,09,09,73436,14330,15663,46150
2017-02-10-15-19-13,09,10,64318,7766,22754,46037
2017-02-10-15-19-13,09,11,71522,4294963938,11087,46091
2017-02-10-15-19-13,09,12,82889,979,15047,46087
2017-02-10-15-19-13,09,13,73983,4294948469,20262,46010
2017-02-10-15-19-13,09,14,62972,4294949122,10745,46072
2017-02-10-15-19-13,09,15,71865,4294937828,19960,46035
2017-02-10-15-19-13,09,16,64338,4294952045,14670,46015
2017-02-10-15-19-13,10,01,80539,3432,14461,46052
2017-02-10-15-19-13,10,02,85808,4294962556,21542,45978
2017-02-10-15-19-13,10,03,66732,914,26288,45729
2017-02-10-15-19-13,10,04,71681,4294960350,22636,46044
2017-02-10-15-19-13,10,05,84899,4294962879,28494,46060
2017-02-10-15-19-13,10,06,72879,4294943682,23142,46071
2017-02-10-15-19-13,10,07,66144,4294967115,17390,46025
2017-02-10-15-19-13,10,08,80986,4294963138,18776,46037
2017-02-10-15-19-13,10,09,80028,7822,12323,46090
2017-02-10-15-19-13,10,10,88458,4294961156,21194,46077
2017-02-10-15-19-13,10,11,70960,4294945068,20416,46037
2017-02-10-15-19-13,10,12,72749,6558,13413,46013
2017-02-10-15-19-13,10,13,84379,4294956157,31507,46019
2017-02-10-15-19-13,10,14,53863,4294950682,21642,46143
2017-02-10-15-19-13,10,15,62819,6607,16285,46065
2017-02-10-15-19-13,10,16,69932,4294961910,24495,46069
2017-02-10-15-19-13,11,01,80793,4294957943,23359,46011
2017-02-10-15-19-13,11,02,87366,4294948373,20158,46106
2017-02-10-15-19-13,11,03,74892,4294960926,14378,46079
2017-02-10-15-19-13,11,04,93057,9698,20169,45990
2017-02-10-15-19-13,11,05,77848,4294959355,27532,46045
2017-02-10-15-19-13,11,06,72166,4294966802,7377,46035
2017-02-10-15-19-13,11,07,66108,4294962704,26659,46077
2017-02-10-15-19-13,11,08,93760,4294965514,20609,46110
2017-02-10-15-19-13,11,09,88455,4294964799,28786,46050
2017-02-10-15-19-13,11,10,86219,4294959845,12684,46044
2017-02-10-15-19-13,11,11,61506,3125,19423,46045
2017-02-10-15-19-13,11,12,81441,4294963448,16656,46029
2017-02-10-15-19-13,11,13,92117,4294953607,24457,45994
2017-02-10-15-19-13,11,14,103116,10297,12367,46097
2017-02-10-15-19-13,11,15,82627,4294942636,21583,46111
2017-02-10-15-19-13,11,16,85987,4294953953,13480,46081
2017-02-10-15-19-13,12,01,90099,4294965612,18511,46081
2017-02-10-15-19-13,12,02,96551,4294949386,18678,46078
2017-02-10-15-19-13,12,03,109743,4294952144,22991,46101
2017-02-10-15-19-13,12,04,88819,4294965995,22523,46032
2017-02-10-15-19-13,12,05,75480,4294940479,23848,46122
2017-02-10-15-19-13,12,06,81305,4294957834,16803,46098
2017-02-10-15-19-13,12,07,91098,3367,19054,46065
2017-02-10-15-19-13,12,08,89933,4294964802,16156,46091
2017-02-10-15-19-13,12,09,95041,4294959517,20728,46070
2017-02-10-15-19-13,12,10,81833,4294959142,18181,46028
2017-02-10-15-19-13,12,11,86968,4294959178,20648,46058
2017-02-10-15-19-13,12,12,77633,4294951825,17471,46068
2017-02-10-15-19-13,12,13,84031,4294963113,20892,46040
2017-02-10-15-19-13,12,14,86680,4294961954,14578,46040
2017-02-10-15-19-13,12,15,58876,4294963003,15763,46018
2017-02-10-15-19-13,12,16,64640,4294957030,22664,46056
2017-02-10-15-19-13,13,01,93825,3072,15924,46055
2017-02-10-15-19-13,13,02,75939,4294966653,17783,46111
2017-02-10-15-19-13,13,03,73394,5945,21571,45986
2017-02-10-15-19-13,13,04,83879,4294960385,22960,45988
2017-02-10-15-19-13,13,05,73358,4294951314,15742,46080
2017-02-10-15-19-13,13,06,96669,3290,12745,46059
2017-02-10-15-19-13,13,07,86043,4294961299,22358,46070
2017-02-10-15-19-13,13,08,72737,4294966400,25155,46091
